,id,stable_height,true_label
1498,199687,1,1
1499,199785,5,5
1500,199955,6,5
1501,200065,2,2
1502,200357,3,3
1503,200476,5,5
1504,200595,1,1
1505,200937,2,2
1506,201019,5,5
1507,201042,4,4
1508,201169,1,1
1509,201606,3,3
1510,201678,2,2
1511,201837,5,5
1512,201842,2,2
1513,201908,4,4
1514,201921,3,3
1515,202200,2,2
1516,202209,4,4
1517,202437,4,4
1518,202606,3,3
1519,202704,3,3
1520,202843,2,2
1521,202876,3,3
1522,202952,2,2
1523,203003,5,5
1524,203151,1,1
1525,203199,2,2
1526,203299,6,6
1527,203672,3,3
1528,203976,3,3
1529,204297,1,1
1530,204325,1,1
1531,204556,5,5
1532,204614,5,5
1533,204713,4,4
1534,204850,3,3
1535,204939,3,3
1536,205009,3,3
1537,205411,3,3
1538,205562,1,1
1539,205797,2,2
1540,205857,1,1
1541,205992,3,3
1542,206335,2,2
1543,206696,3,3
1544,206749,1,1
1545,206783,5,5
1546,206790,1,1
1547,206872,2,2
1548,207243,3,3
1549,207341,3,3
1550,207371,1,1
1551,207474,2,2
1552,207647,2,2
1553,207734,1,1
1554,207915,4,4
1555,207940,5,5
1556,207993,1,1
1557,208118,3,3
1558,208499,5,5
1559,208519,2,2
1560,208818,4,4
1561,208855,4,4
1562,209180,1,1
1563,209230,3,3
1564,209235,2,2
1565,209282,4,4
1566,209394,3,3
1567,209412,5,5
1568,209423,2,2
1569,209529,4,4
1570,209553,2,2
1571,209589,2,2
1572,209614,6,5
1573,209748,1,1
1574,210097,1,1
1575,210276,3,3
1576,210441,1,1
1577,210603,4,4
1578,210642,1,1
1579,210656,3,3
1580,210785,1,1
1581,210919,2,2
1582,210973,2,2
1583,211127,3,3
1584,211492,3,3
1585,211639,3,3
1586,211818,1,1
1587,212004,4,4
1588,212106,1,1
1589,212110,2,2
1590,212664,1,1
1591,212672,2,2
1592,212749,3,3
1593,212765,3,3
1594,212770,1,1
1595,212873,1,1
1596,212945,1,1
1597,213057,1,1
1598,213124,2,2
1599,213203,1,1
1600,213258,5,5
1601,213276,4,4
1602,213473,2,2
1603,213517,1,1
1604,213575,2,2
1605,213671,2,2
1606,213687,1,1
1607,213697,1,1
1608,214075,4,4
1609,214087,2,2
1610,214163,4,4
1611,214175,2,2
1612,214246,5,5
1613,214739,2,2
1614,214818,4,4
1615,214995,2,2
1616,215118,3,3
1617,215252,1,1
1618,215331,1,1
1619,215385,2,2
1620,215402,3,3
1621,215411,2,2
1622,215437,4,4
1623,215522,2,2
1624,215696,4,4
1625,215750,1,1
1626,215953,5,5
1627,216042,6,6
1628,216104,1,1
1629,216163,2,2
1630,216527,1,1
1631,216678,4,4
1632,216781,3,3
1633,216861,4,4
1634,216927,4,4
1635,216966,2,2
1636,217281,4,4
1637,217304,2,2
1638,217314,2,2
1639,217321,2,2
1640,217624,3,3
1641,217683,1,1
1642,217795,1,1
1643,217826,4,4
1644,217919,4,4
1645,217929,1,1
1646,218101,3,3
1647,218190,4,4
1648,218192,1,1
1649,218276,5,5
1650,218309,1,1
1651,218460,5,5
1652,218502,5,5
1653,218624,3,3
1654,218655,1,1
1655,218656,4,4
1656,218924,3,3
1657,218931,1,1
1658,218976,3,3
1659,219123,3,3
1660,219337,6,6
1661,219412,4,4
1662,219901,2,2
1663,219920,1,1
1664,220225,2,2
1665,220838,1,1
1666,220922,4,4
1667,221236,3,3
1668,221269,3,3
1669,221472,2,2
1670,221696,4,4
1671,221776,3,3
1672,221818,3,3
1673,221831,2,2
1674,221852,1,1
1675,221877,4,4
1676,221908,1,1
1677,222039,4,4
1678,222171,6,6
1679,222262,1,1
1680,222420,4,4
1681,222622,3,3
1682,222788,2,2
1683,222807,1,1
1684,222958,1,1
1685,223123,2,2
1686,223228,3,3
1687,223330,2,2
1688,223500,3,3
1689,223629,1,1
1690,223841,1,1
1691,224430,1,1
1692,224534,3,3
1693,224561,2,2
1694,224804,5,5
1695,225000,2,2
1696,225064,2,2
1697,225106,5,4
1698,225195,1,1
1699,225801,1,1
1700,225876,3,3
1701,226069,2,2
1702,226140,5,4
1703,226229,5,5
1704,226425,4,4
1705,226435,1,1
1706,226676,4,4
1707,226721,2,2
1708,226814,1,1
1709,226873,5,5
1710,227062,2,2
1711,227122,1,1
1712,227129,2,2
1713,227132,2,2
1714,227185,2,2
1715,227407,2,2
1716,227475,1,1
1717,227535,3,3
1718,227901,2,2
1719,227981,4,4
1720,227994,5,5
1721,228049,4,4
1722,228248,3,3
1723,228288,3,3
1724,228339,2,2
1725,228350,6,6
1726,228519,2,2
1727,228701,1,1
1728,228755,1,1
1729,228927,2,2
1730,229005,1,1
1731,229374,6,6
1732,229433,1,1
1733,229451,6,6
1734,229541,2,2
1735,229546,3,3
1736,229884,4,4
1737,229939,6,6
1738,230099,1,1
1739,230279,2,2
1740,230330,6,6
1741,230435,1,1
1742,230687,2,2
1743,231264,3,3
1744,231503,1,1
1745,231667,6,6
1746,231760,1,1
1747,231895,2,2
1748,231937,3,3
1749,232110,2,2
1750,232117,1,1
1751,232401,2,2
1752,232544,1,1
1753,232662,6,6
1754,232664,2,2
1755,233295,1,1
1756,233322,4,4
1757,233423,4,4
1758,233733,3,3
1759,233811,1,1
1760,233938,3,3
1761,234020,5,5
1762,234086,3,3
1763,234110,4,4
1764,234119,1,1
1765,234267,1,1
1766,234349,1,1
1767,234527,5,5
1768,234765,2,2
1769,235001,6,6
1770,235235,5,5
1771,235357,1,1
1772,235391,1,1
1773,235516,1,1
1774,235546,4,4
1775,235869,1,1
1776,235892,1,1
1777,235912,1,1
1778,236037,4,4
1779,236087,2,2
1780,236166,1,1
1781,236174,3,3
1782,236356,4,4
1783,236412,6,6
1784,236501,3,3
1785,236625,3,3
1786,236716,2,2
1787,237159,3,3
1788,237193,3,3
1789,237296,1,1
1790,237335,2,2
1791,237446,3,3
1792,237719,5,5
1793,237846,5,5
1794,237908,1,1
1795,238249,1,1
1796,238446,1,1
1797,238809,1,1
1798,238815,1,1
1799,238843,1,1
1800,238935,2,2
1801,239073,1,1
1802,239453,2,2
1803,239646,2,2
1804,239854,4,4
1805,240175,4,4
1806,240193,2,2
1807,240481,2,2
1808,240884,3,3
1809,240979,1,1
1810,241087,2,2
1811,241207,1,1
1812,241224,1,1
1813,241237,3,3
1814,241297,4,4
1815,241404,3,3
1816,241581,3,3
1817,241750,3,3
1818,242006,4,4
1819,242038,3,3
1820,242712,6,6
1821,242773,1,1
1822,243013,2,2
1823,243032,4,4
1824,243104,3,3
1825,243213,3,4
1826,243250,1,1
1827,243264,2,2
1828,243436,2,2
1829,243458,3,3
1830,243615,2,2
1831,243846,2,2
1832,244193,1,1
1833,244565,5,5
1834,244663,5,5
1835,244710,3,3
1836,244905,3,3
1837,245012,1,1
1838,245165,1,1
1839,245185,2,2
1840,245410,1,1
1841,245584,1,1
1842,245600,1,1
1843,245671,1,1
1844,245736,2,2
1845,245741,2,2
1846,245876,2,2
1847,246045,2,2
1848,246223,5,5
1849,246231,6,6
1850,246314,2,2
1851,246364,1,1
1852,246686,2,2
1853,246742,6,6
1854,246932,5,5
1855,247002,1,1
1856,247168,2,2
1857,247197,1,1
1858,247348,6,6
1859,247358,3,3
1860,247366,2,2
1861,247718,2,2
1862,247849,2,2
1863,248043,3,3
1864,248308,5,5
1865,248485,2,2
1866,248774,1,2
1867,248870,4,4
1868,248994,3,3
1869,249183,4,4
1870,249436,4,4
1871,249465,5,5
1872,249498,1,1
1873,249661,2,2
1874,249789,3,3
1875,249810,4,4
1876,249820,2,2
1877,250020,3,3
1878,250359,3,3
1879,250366,1,1
1880,250532,3,3
1881,250585,4,4
1882,250601,6,6
1883,250884,6,6
1884,250955,3,3
1885,251016,4,4
1886,251177,1,1
1887,251197,3,3
1888,251230,4,4
1889,251398,3,3
1890,251456,2,2
1891,251563,3,3
1892,251618,2,2
1893,251656,1,1
1894,251737,2,2
1895,251838,1,1
1896,252047,3,3
1897,252114,5,4
1898,252125,2,2
1899,252593,2,2
1900,252615,5,4
1901,252666,3,3
1902,252691,2,2
1903,252848,2,2
1904,252924,2,2
1905,252962,1,1
1906,253154,1,1
1907,253188,1,1
1908,253277,4,4
1909,253385,4,4
1910,253454,2,2
1911,253700,2,2
1912,253893,2,2
1913,253895,5,4
1914,254056,6,6
1915,254130,3,3
1916,254243,1,1
1917,254255,1,1
1918,254295,5,5
1919,254309,1,1
1920,254440,1,1
1921,254652,2,2
1922,254786,4,4
1923,255188,5,5
1924,255310,2,2
1925,255734,5,5
1926,255977,5,5
1927,256245,4,4
1928,256279,4,4
1929,256472,3,3
1930,256577,1,1
1931,256883,1,1
1932,256972,2,2
1933,257027,1,1
1934,257104,3,3
1935,257311,2,2
1936,257527,3,3
1937,257784,4,4
1938,257785,2,2
1939,257946,2,2
1940,258073,3,3
1941,258277,1,1
1942,258489,3,3
1943,258528,2,2
1944,258605,3,3
1945,258693,1,1
1946,258729,2,2
1947,258807,1,1
1948,259561,3,3
1949,259601,4,4
1950,259737,3,3
1951,259758,4,4
1952,259919,4,4
1953,260011,1,1
1954,260023,1,1
1955,260056,3,3
1956,260265,5,5
1957,260309,3,3
1958,260335,2,2
1959,260418,2,2
1960,260710,4,4
1961,261310,1,1
1962,261391,3,3
1963,261403,1,1
1964,261562,2,2
1965,261585,6,6
1966,261635,5,5
1967,261764,1,1
1968,261977,3,3
1969,261990,3,3
1970,262810,1,1
1971,262941,3,3
1972,263002,3,3
1973,263188,1,1
1974,263248,3,3
1975,263321,1,1
1976,263426,2,2
1977,263621,1,1
1978,263632,6,6
1979,263803,2,2
1980,263836,6,6
1981,263889,4,4
1982,263903,1,1
1983,264017,1,1
1984,264101,2,2
1985,264147,1,1
1986,264257,2,2
1987,264333,5,5
1988,264410,3,3
1989,264465,3,3
1990,264865,3,3
1991,265158,2,2
1992,265290,5,5
1993,265496,5,5
1994,265801,5,5
1995,265932,3,3
1996,266409,1,1
1997,266518,1,1
1998,266562,3,3
1999,266662,1,1
2000,267007,1,1
2001,267070,5,5
2002,267093,3,3
2003,267150,2,2
2004,267490,5,5
2005,267561,2,2
2006,267605,1,1
2007,267766,2,2
2008,268250,2,2
2009,268272,2,2
2010,268357,3,3
2011,268363,1,1
2012,268378,3,3
2013,268567,3,3
2014,268596,2,2
2015,268769,2,2
2016,268818,1,1
2017,268848,2,2
2018,268917,1,1
2019,269071,2,2
2020,269106,3,3
2021,269173,4,4
2022,269363,1,1
2023,269522,2,2
2024,269640,2,2
2025,269670,2,2
2026,269743,5,5
2027,269790,5,5
2028,269934,6,6
2029,270073,4,4
2030,270134,1,1
2031,270200,1,1
2032,270424,2,2
2033,270480,4,4
2034,270704,1,1
2035,271111,2,2
2036,271134,1,1
2037,271567,2,2
2038,271582,2,2
2039,271602,3,3
2040,271696,6,6
2041,271715,2,2
2042,271732,5,5
2043,271888,2,2
2044,271919,1,1
2045,271933,4,4
2046,272036,3,3
2047,272037,2,2
2048,272121,4,4
2049,272302,2,2
2050,272368,4,4
2051,272793,1,1
2052,273119,3,3
2053,273195,6,6
2054,273432,1,1
2055,273500,1,1
2056,273647,2,2
2057,273777,2,2
2058,274120,3,3
2059,274559,1,1
2060,274571,3,3
2061,274801,2,2
2062,274963,2,2
2063,275076,6,6
2064,275429,5,5
2065,275563,2,2
2066,275629,6,6
2067,275643,4,4
2068,275963,2,2
2069,276009,1,1
2070,276049,2,2
2071,276143,3,3
2072,276223,2,2
2073,276393,3,3
2074,276432,2,2
2075,276441,5,5
2076,276479,3,3
2077,276503,3,3
2078,276954,3,3
2079,277069,5,5
2080,277210,4,4
2081,277326,2,2
2082,277430,2,2
2083,277520,3,3
2084,277530,3,3
2085,277894,3,3
2086,277906,5,5
2087,277995,2,2
2088,278018,3,3
2089,278075,3,3
2090,278273,5,5
2091,278562,4,4
2092,278711,3,3
2093,278928,4,4
2094,279003,3,3
2095,279138,1,1
2096,279373,5,5
2097,279406,1,1
2098,279490,5,5
2099,279777,2,2
2100,279814,1,1
2101,279881,1,1
2102,279997,5,5
2103,280045,4,4
2104,280116,1,1
2105,280456,2,2
2106,280458,2,2
2107,280592,1,1
2108,280775,2,2
2109,280789,3,3
2110,281102,4,4
2111,281179,4,4
2112,281271,4,4
2113,281279,3,3
2114,281464,1,1
2115,281468,6,6
2116,281482,2,2
2117,281522,2,2
2118,281529,1,1
2119,281651,1,1
2120,281982,5,5
2121,282077,2,2
2122,282317,1,1
2123,282416,1,1
2124,283275,1,1
2125,283615,5,5
2126,283702,1,1
2127,283829,3,3
2128,283939,4,4
2129,284069,2,2
2130,284224,1,1
2131,284231,1,1
2132,284262,5,5
2133,284310,3,3
2134,284312,2,2
2135,284568,2,2
2136,284712,1,1
2137,285784,2,2
2138,286009,3,3
2139,286038,1,1
2140,286051,1,1
2141,286397,1,1
2142,286433,1,1
2143,286504,4,4
2144,286570,3,3
2145,286656,2,2
2146,286795,3,3
2147,286815,3,3
2148,286945,2,2
2149,287127,6,6
2150,287145,1,1
2151,287502,6,6
2152,287516,2,2
2153,287697,2,2
2154,287784,1,1
2155,287975,5,5
2156,288061,2,2
2157,288365,4,4
2158,288431,1,1
2159,288476,2,2
2160,288536,1,1
2161,288592,4,4
2162,288761,3,3
2163,288902,2,2
2164,289121,4,4
2165,289220,4,4
2166,289222,6,6
2167,289302,2,2
2168,289339,5,5
2169,289469,4,4
2170,289592,3,3
2171,289882,6,6
2172,290171,3,3
2173,290208,3,3
2174,290350,5,5
2175,290397,1,1
2176,290407,2,2
2177,290704,5,5
2178,290746,1,1
2179,290825,5,5
2180,290936,2,2
2181,291341,6,6
2182,292376,4,4
2183,292391,2,2
2184,292548,1,1
2185,292637,2,2
2186,292925,2,2
2187,293180,3,3
2188,293240,2,2
2189,293387,3,3
2190,293476,1,1
2191,293663,5,5
2192,293947,3,3
2193,293987,1,1
2194,293998,4,4
2195,294097,3,3
2196,294260,5,5
2197,294302,1,1
2198,294704,4,4
2199,294788,3,3
2200,295086,2,2
2201,295094,2,2
2202,295102,3,3
2203,295123,4,4
2204,295204,2,2
2205,295218,1,1
2206,295312,1,1
2207,295321,2,2
2208,295332,3,3
2209,295459,4,4
2210,295553,2,2
2211,295554,2,2
2212,295821,1,1
2213,296003,2,2
2214,296019,1,1
2215,296049,2,2
2216,296386,1,1
2217,296472,1,1
2218,296820,2,2
2219,296943,4,4
2220,297202,2,2
2221,297334,2,2
2222,297534,4,4
2223,297920,1,1
2224,298189,2,2
2225,298450,5,5
2226,298570,1,1
2227,298596,4,4
2228,298768,2,2
2229,298857,5,5
2230,298860,1,1
2231,299204,3,3
2232,299209,3,3
2233,299547,5,5
2234,299795,3,3
2235,299817,1,1
2236,299924,3,3
2237,299976,1,1
2238,300147,2,2
2239,300393,6,6
2240,300396,5,5
2241,300524,2,2
2242,300640,2,2
2243,300673,2,2
2244,300694,4,4
2245,300812,2,2
2246,300897,5,5
2247,300928,1,1
2248,301244,2,2
2249,301292,1,1
2250,301311,3,3
2251,301327,1,1
2252,301666,6,6
2253,301708,3,3
2254,301838,3,3
2255,301860,5,5
2256,302025,4,4
2257,302029,1,1
2258,302109,4,4
2259,302266,2,2
2260,302498,5,5
2261,302732,3,3
2262,302799,2,2
2263,302942,2,2
2264,302947,1,1
2265,302968,3,3
2266,303320,2,2
2267,303325,3,3
2268,303526,3,3
2269,303638,5,5
2270,303718,5,5
2271,303783,1,1
2272,303814,3,3
2273,303840,6,6
2274,303868,6,6
2275,303935,1,1
2276,304438,2,2
2277,304688,6,6
2278,304751,1,1
2279,305137,3,3
2280,305146,1,1
2281,305224,2,2
2282,305290,3,3
2283,305593,4,4
2284,305714,2,2
2285,305965,1,1
2286,306009,3,3
2287,306160,6,6
2288,306188,4,4
2289,306356,6,6
2290,306370,1,1
2291,306411,5,5
2292,306505,2,2
2293,306682,1,1
2294,307163,1,1
2295,307169,3,3
2296,307273,3,3
2297,307284,3,3
2298,307374,2,2
2299,307438,1,1
2300,307997,3,3
2301,308042,3,3
2302,308235,2,2
2303,308261,1,1
2304,308464,3,3
2305,308606,4,4
2306,308715,1,1
2307,308733,2,2
2308,308764,3,3
2309,309056,4,4
2310,309293,1,1
2311,309404,2,2
2312,309445,5,5
2313,309490,2,2
2314,309532,3,3
2315,309537,2,2
2316,309656,1,1
2317,309704,1,1
2318,309974,5,5
2319,310156,3,3
2320,310447,1,1
2321,310481,2,2
2322,310518,1,1
2323,310561,3,3
2324,310804,4,4
2325,310824,2,2
2326,310905,2,2
2327,311125,2,2
2328,311180,6,6
2329,311223,6,6
2330,311310,3,3
2331,311477,1,1
2332,311482,2,3
2333,311529,1,1
2334,311572,4,4
2335,311951,2,2
2336,312141,4,4
2337,312254,3,3
2338,312429,1,1
2339,312481,3,3
2340,312520,1,1
2341,312531,3,3
2342,312549,1,1
2343,312649,6,6
2344,312696,1,1
2345,312709,1,1
2346,313245,2,2
2347,313621,1,1
2348,313709,3,3
2349,313711,1,1
2350,313714,4,4
2351,313869,2,2
2352,313999,4,4
2353,314100,2,2
2354,314298,6,6
2355,314486,6,6
2356,314499,1,1
2357,314510,4,4
2358,314552,3,3
2359,314742,2,2
2360,314770,1,1
2361,314854,4,4
2362,315158,1,1
2363,315196,2,2
2364,315314,2,2
2365,315489,6,6
2366,315513,2,2
2367,315525,3,3
2368,315703,1,1
2369,315737,5,5
2370,315805,2,2
2371,315806,3,3
2372,316047,2,2
2373,316329,1,1
2374,316454,2,2
2375,316540,2,2
2376,316763,2,2
2377,316859,1,1
2378,316891,4,4
2379,317148,5,5
2380,317207,2,2
2381,317477,1,1
2382,317655,2,2
2383,317723,5,5
2384,317881,2,2
2385,318153,1,1
2386,318286,2,2
2387,318563,3,3
2388,318581,5,5
2389,318588,1,1
2390,318628,1,1
2391,318635,3,3
2392,318808,1,1
2393,319202,2,2
2394,319264,4,4
2395,319274,5,5
2396,319287,3,3
2397,319406,3,3
2398,319457,1,1
2399,319521,3,3
2400,319678,3,3
2401,319725,2,2
2402,319816,1,1
2403,319989,3,3
2404,320187,1,1
2405,320320,6,6
2406,320390,3,3
2407,320509,1,1
2408,320878,6,6
2409,321148,3,3
2410,321151,2,2
2411,321174,1,1
2412,321227,4,4
2413,321309,5,4
2414,321361,4,4
2415,321606,1,1
2416,321884,2,2
2417,322310,1,1
2418,322365,1,1
2419,322420,2,2
2420,322455,4,4
2421,322580,3,3
2422,322852,1,1
2423,323050,1,1
2424,323337,1,1
2425,323389,3,3
2426,323441,4,4
2427,323462,1,1
2428,323508,5,5
2429,323605,2,2
2430,323616,3,3
2431,323625,1,1
2432,323959,1,1
2433,324168,2,2
2434,324459,6,6
2435,324537,2,2
2436,324699,3,3
2437,324870,1,1
2438,324983,2,2
2439,325055,1,1
2440,325706,2,2
2441,325816,1,1
2442,325840,3,3
2443,325882,1,1
2444,325931,2,2
2445,326065,1,1
2446,326235,2,2
2447,326243,3,4
2448,326377,2,2
2449,326473,3,3
2450,326708,4,4
2451,326725,2,2
2452,326759,2,2
2453,326958,5,5
2454,327146,3,3
2455,327404,2,2
2456,327558,4,4
2457,327561,3,3
2458,327579,3,3
2459,327720,5,5
2460,327804,3,3
2461,327820,5,5
2462,327832,4,4
2463,327850,2,2
2464,327880,1,1
2465,328349,3,3
2466,328426,4,4
2467,328701,2,2
2468,328990,1,1
2469,329066,2,2
2470,329152,5,5
2471,329197,2,2
2472,329257,3,3
2473,329304,3,3
2474,329366,2,2
2475,329395,1,1
2476,329612,4,4
2477,329699,2,2
2478,329729,1,1
2479,329813,4,4
2480,329943,2,2
2481,329982,1,1
2482,329986,2,2
2483,330003,2,2
2484,330324,6,6
2485,330370,2,2
2486,330486,3,3
2487,330505,4,4
2488,330525,2,2
2489,330577,1,1
2490,330602,5,5
2491,330843,4,4
2492,330851,5,5
2493,331630,2,2
2494,331721,1,1
2495,331745,3,3
2496,332043,2,2
2497,332187,4,4
2498,332196,6,6
2499,332208,6,6
2500,332261,3,3
2501,332288,5,5
2502,332338,2,2
2503,332455,5,5
2504,332643,5,5
2505,332666,4,4
2506,332772,6,6
2507,332832,2,2
2508,332862,2,2
2509,333181,3,3
2510,333279,6,6
2511,333307,4,4
2512,333337,2,2
2513,333457,3,3
2514,333595,1,1
2515,333743,1,1
2516,333901,2,2
2517,333987,2,2
2518,334048,5,5
2519,334100,2,2
2520,334128,1,1
2521,334175,3,3
2522,334223,2,2
2523,334350,2,2
2524,334401,4,4
2525,334703,3,3
2526,334879,3,3
2527,335054,4,4
2528,335079,6,6
2529,335359,2,2
2530,335546,1,1
2531,335751,4,4
2532,336095,2,2
2533,336153,5,5
2534,336228,6,1
2535,336575,1,1
2536,336865,6,6
2537,336979,3,3
2538,337085,2,2
2539,337151,3,3
2540,337169,6,6
2541,337214,4,4
2542,337309,3,3
2543,337338,2,2
2544,337627,1,1
2545,337776,2,2
2546,337816,1,1
2547,338054,1,1
2548,338224,5,5
2549,338253,1,1
2550,338379,1,1
2551,338577,4,4
2552,338757,2,2
2553,338791,6,6
2554,338904,2,2
2555,338921,3,3
2556,339229,5,5
2557,339538,5,5
2558,339539,3,3
2559,339612,4,4
2560,339661,2,2
2561,339887,2,2
2562,339913,5,5
2563,340032,4,4
2564,340300,2,2
2565,340396,6,6
2566,340415,3,3
2567,340442,4,4
2568,340595,1,1
2569,340623,4,4
2570,340851,1,1
2571,340887,1,1
2572,340922,6,5
2573,340963,2,2
2574,341003,5,5
2575,341030,1,1
2576,341068,2,2
2577,341095,3,3
2578,341243,1,1
2579,341383,2,2
2580,341490,5,5
2581,341627,2,2
2582,341906,1,1
2583,342363,5,5
2584,342373,4,4
2585,342412,1,1
2586,342450,3,3
2587,342453,6,6
2588,342586,3,3
2589,342795,4,4
2590,343104,2,2
2591,343118,2,2
2592,343168,2,2
2593,343288,2,2
2594,343368,3,3
2595,343393,3,3
2596,343588,1,1
2597,343945,4,4
2598,343985,1,1
2599,344389,2,2
2600,344628,2,2
2601,344765,5,5
2602,344892,3,3
2603,344928,3,3
2604,344948,4,4
2605,344954,5,5
2606,344957,4,4
2607,345025,2,2
2608,345517,6,6
2609,345529,2,2
2610,345628,3,3
2611,345688,3,3
2612,345762,6,6
2613,345960,1,1
2614,346082,4,4
2615,346124,2,2
2616,346205,1,1
2617,346478,5,5
2618,346743,3,3
2619,346798,2,2
2620,346963,6,6
2621,347240,2,2
2622,347286,2,2
2623,347408,2,2
2624,347428,1,1
2625,347520,2,2
2626,347541,2,2
2627,347558,1,1
2628,347598,1,1
2629,347656,4,4
2630,347760,5,5
2631,347775,1,1
2632,347791,5,4
2633,348168,1,1
2634,348358,4,4
2635,348380,3,3
2636,348885,4,4
2637,349030,4,4
2638,349072,5,5
2639,349157,4,4
2640,349253,2,2
2641,349260,1,1
2642,349582,1,1
2643,349673,1,1
2644,349813,3,3
2645,349834,1,1
2646,349859,3,3
2647,349938,4,4
2648,349978,3,3
2649,350051,5,5
2650,350176,1,1
2651,350188,3,3
2652,350387,1,1
2653,350447,4,4
2654,350473,1,1
2655,350485,4,4
2656,350872,2,2
2657,350892,1,1
2658,351121,1,1
2659,351122,6,6
2660,351290,2,2
2661,351521,1,1
2662,351597,4,4
2663,351790,2,2
2664,351932,5,5
2665,352025,5,5
2666,352030,5,5
2667,352075,4,4
2668,352335,6,6
2669,352588,4,4
2670,352667,1,1
2671,352898,4,4
2672,353446,4,4
2673,353452,6,6
2674,353600,3,3
2675,353719,2,2
2676,353780,1,1
2677,353800,2,2
2678,354024,4,4
2679,354058,2,2
2680,354071,3,3
2681,354073,2,2
2682,354239,5,5
2683,354339,3,3
2684,354455,2,2
2685,354561,1,1
2686,354801,4,4
2687,354829,3,3
2688,354830,4,4
2689,354920,2,2
2690,355087,3,3
2691,355145,5,5
2692,355224,3,3
2693,355259,4,4
2694,355361,2,2
2695,355416,3,3
2696,355563,1,1
2697,355579,2,2
2698,355704,2,2
2699,356009,1,1
2700,356120,4,4
2701,356180,1,1
2702,356677,1,1
2703,356681,4,4
2704,356892,1,1
2705,357118,6,6
2706,357174,2,2
2707,357222,3,3
2708,357232,1,1
2709,357465,2,2
2710,357578,3,3
2711,357609,2,2
2712,357690,5,4
2713,357984,5,5
2714,357993,3,3
2715,358120,6,6
2716,358138,2,2
2717,358222,1,1
2718,358314,2,2
2719,358366,1,1
2720,358462,1,1
2721,358638,2,2
2722,359083,1,1
2723,359216,5,5
2724,359440,1,1
2725,359492,2,2
2726,359509,1,1
2727,359680,5,5
2728,359884,3,3
2729,360057,2,2
2730,360115,1,1
2731,360142,3,3
2732,360144,5,5
2733,360210,2,2
2734,360380,2,2
2735,360417,2,2
2736,360446,4,4
2737,360555,2,2
2738,360598,3,3
2739,360603,3,3
2740,360630,1,1
2741,360704,5,5
2742,360747,4,4
2743,360866,3,3
2744,360996,1,1
2745,361011,2,2
2746,361013,1,1
2747,361266,3,3
2748,361283,3,3
2749,361340,3,3
2750,361387,4,4
2751,361529,1,1
2752,361578,1,1
2753,361770,2,2
2754,361846,4,4
2755,361907,1,1
2756,362116,4,4
2757,362160,4,4
2758,362242,6,5
2759,362410,5,5
2760,362663,2,2
2761,363097,3,3
2762,363128,5,5
2763,363277,5,4
2764,363583,2,2
2765,363687,4,4
2766,363704,4,4
2767,363787,4,4
2768,363815,3,3
2769,363913,2,2
2770,364016,5,5
2771,364021,3,3
2772,364149,1,1
2773,364153,3,3
2774,364547,1,1
2775,364881,1,1
2776,365265,3,3
2777,365340,5,5
2778,365439,1,1
2779,365600,2,2
2780,365676,2,2
2781,366377,4,4
2782,366437,2,2
2783,366457,2,2
2784,366580,4,4
2785,367450,2,2
2786,367497,1,1
2787,367607,1,1
2788,367696,4,4
2789,367712,4,4
2790,368046,2,2
2791,368069,2,2
2792,368140,4,4
2793,368196,2,2
2794,368255,5,5
2795,368400,1,1
2796,368586,3,3
2797,368701,5,5
2798,368822,5,5
2799,368852,6,6
2800,369107,2,2
2801,369575,3,3
2802,369708,5,5
2803,369841,4,4
2804,369891,3,3
2805,369962,2,2
2806,370053,4,4
2807,370164,5,5
2808,370257,3,3
2809,370334,2,2
2810,370433,2,2
2811,370585,2,2
2812,370929,1,1
2813,370989,4,4
2814,371058,5,5
2815,371059,4,4
2816,371160,5,5
2817,371195,1,1
2818,371230,3,3
2819,371378,3,3
2820,371689,2,2
2821,371897,5,5
2822,371924,2,2
2823,371988,4,4
2824,371991,4,4
2825,372013,2,2
2826,372097,5,5
2827,372102,2,2
2828,372305,1,1
2829,372569,2,2
2830,372577,1,1
2831,372765,5,5
2832,372979,1,1
2833,373468,2,2
2834,373834,3,3
2835,373907,3,3
2836,373959,5,5
2837,374024,1,1
2838,374283,3,3
2839,375015,5,5
2840,375127,5,5
2841,375170,1,1
2842,375192,4,4
2843,375226,1,1
2844,375325,4,4
2845,375755,4,4
2846,375926,6,6
2847,376002,2,2
2848,376108,5,5
2849,376246,3,3
2850,376661,4,4
2851,376832,3,3
2852,376935,3,3
2853,376941,3,3
2854,376955,3,3
2855,376978,2,2
2856,377039,4,4
2857,377411,2,2
2858,377687,5,5
2859,377920,2,2
2860,378027,3,3
2861,378090,6,6
2862,378182,4,4
2863,378404,2,2
2864,378646,3,3
2865,378749,4,4
2866,378924,5,5
2867,379049,3,3
2868,379147,5,5
2869,379152,2,2
2870,379229,3,3
2871,380000,2,2
2872,380052,2,2
2873,380098,1,1
2874,380106,4,4
2875,380312,2,2
2876,380430,4,4
2877,380455,5,5
2878,380572,2,2
2879,380574,2,2
2880,380608,1,1
2881,380714,3,3
2882,380801,1,1
2883,381130,1,1
2884,381419,1,1
2885,382029,5,5
2886,382033,2,2
2887,382177,1,1
2888,382699,2,2
2889,382726,1,1
2890,382768,2,2
2891,382966,6,6
2892,382994,5,5
2893,383207,1,1
2894,383316,4,4
2895,383322,5,5
